City,Days Overdue Breakdown,Loan Term in Years,Origination Date,Segment,State,Amount,Amount Due,Avg. Interest Rate,Calc for Metrics Parameter,Days Overdue,Loan Term in Months,No. of Loans,Risk Rate
Columbus,0-15,21-30 Years,2022-03-21,Commercial,Ohio,500.0,521.0,4,500,8,336,1,2
Huntington,0-15,21-30 Years,2019-11-05,Commercial,West Virginia,500.0,529.0,6,500,14,336,1,2
Billings,16-30,21-30 Years,2021-03-22,Commercial,Montana,500.0,521.0,4,500,22,336,1,2
Las Vegas,31-45,21-30 Years,2021-02-11,Commercial,Nevada,500.0,533.0,7,500,33,336,1,2
Albany,31-45,21-30 Years,2022-07-15,Commercial,New York,500.0,524.0,5,500,37,336,1,2
Atlanta,31-45,21-30 Years,2020-04-07,Commercial,Georgia,500.0,524.0,5,500,37,336,1,2
Charleston,46-60,21-30 Years,2020-07-14,Commercial,West Virginia,500.0,528.0,6,500,46,336,1,2
Olympia,46-60,21-30 Years,2019-07-28,Commercial,Washington,500.0,528.0,6,500,51,336,1,2
Evansville,76-90,21-30 Years,2020-06-08,Commercial,Indiana,500.0,534.0,7,500,80,336,1,2
Dallas,90+,21-30 Years,2019-12-15,Commercial,Texas,500.0,522.0,4,500,93,336,1,2
El Paso,0-15,21-30 Years,2019-07-09,Commercial,Texas,1000.0,1051.0,5,"1,000",4,336,1,2
Sacramento,31-45,21-30 Years,2021-12-25,Commercial,California,1000.0,1057.0,6,"1,000",35,336,1,2
Chicago,31-45,21-30 Years,2020-03-14,Commercial,Illinois,1000.0,1041.0,4,"1,000",42,336,1,2
Orlando,76-90,21-30 Years,2021-11-27,Commercial,Florida,1000.0,1056.0,6,"1,000",79,336,1,2
Washington,76-90,21-30 Years,2020-08-08,Commercial,District of Columbia,1000.0,1058.0,6,"1,000",81,336,1,2
Independence,90+,21-30 Years,2021-08-09,Commercial,Missouri,1000.0,1060.0,6,"1,000",93,336,1,2
Colorado Springs,31-45,21-30 Years,2019-12-23,Commercial,Colorado,2000.0,2135.0,7,"2,000",33,336,1,2
Bakersfield,46-60,21-30 Years,2020-03-08,Commercial,California,2000.0,2119.0,6,"2,000",46,336,1,2
Virginia Beach,46-60,21-30 Years,2019-10-22,Commercial,Virginia,2000.0,2099.0,5,"2,000",57,336,1,2
New York City,90+,21-30 Years,2020-09-21,Commercial,New York,2000.0,2094.0,5,"2,000",92,336,1,2
Atlanta,31-45,21-30 Years,2019-08-03,Commercial,Georgia,5000.0,5333.0,7,"5,000",45,336,1,2
Torrance,16-30,21-30 Years,2019-11-07,Commercial,California,6000.0,6280.0,5,"6,000",30,336,1,2
Rockville,61-75,21-30 Years,2021-10-19,Commercial,Maryland,7000.0,7479.0,7,"7,000",68,336,1,2
Las Vegas,61-75,21-30 Years,2021-12-08,Commercial,Nevada,28000.0,29366.0,5,"28,000",63,336,1,2
Arlington,0-15,21-30 Years,2019-09-23,Commercial,Virginia,500.0,520.0,4,500,7,348,1,2
Roanoke,0-15,21-30 Years,2020-08-08,Commercial,Virginia,500.0,521.0,4,500,9,348,1,2
Houston,16-30,21-30 Years,2021-10-11,Commercial,Texas,500.0,532.0,6,500,18,348,1,2
Van Nuys,31-45,21-30 Years,2020-07-19,Commercial,California,500.0,522.0,4,500,32,348,1,2
Kissimmee,31-45,21-30 Years,2020-03-06,Commercial,Florida,500.0,529.0,6,500,32,348,1,2
Los Angeles,31-45,21-30 Years,2021-06-04,Commercial,California,500.0,528.0,6,500,36,348,1,2
Baton Rouge,31-45,21-30 Years,2022-05-19,Commercial,Louisiana,500.0,534.0,7,500,36,348,1,2
Dallas,31-45,21-30 Years,2020-08-28,Commercial,Texas,500.0,529.0,6,500,38,348,1,2
Anderson,31-45,21-30 Years,2021-11-26,Commercial,Indiana,500.0,532.0,6,500,41,348,1,2
Long Beach,46-60,21-30 Years,2020-06-17,Commercial,California,500.0,534.0,7,500,49,348,1,2
Washington,46-60,21-30 Years,2022-07-04,Commercial,District of Columbia,500.0,523.0,5,500,51,348,1,2
Fort Lauderdale,61-75,21-30 Years,2021-09-17,Commercial,Florida,500.0,522.0,4,500,61,348,1,2
Santa Ana,61-75,21-30 Years,2020-02-13,Commercial,California,500.0,532.0,6,500,63,348,1,2
Charleston,61-75,21-30 Years,2020-11-30,Commercial,West Virginia,500.0,530.0,6,500,66,348,1,2
Odessa,61-75,21-30 Years,2019-12-13,Commercial,Texas,500.0,527.0,5,500,70,348,1,2
Dearborn,76-90,21-30 Years,2022-01-06,Commercial,Michigan,500.0,526.0,5,500,81,348,1,2
Des Moines,76-90,21-30 Years,2020-06-28,Commercial,Iowa,500.0,528.0,6,500,85,348,1,2
Boston,76-90,21-30 Years,2020-01-27,Commercial,Massachusetts,500.0,525.0,5,500,88,348,1,2
Garland,76-90,21-30 Years,2021-02-19,Commercial,Texas,500.0,521.0,4,500,89,348,1,2
Vero Beach,76-90,21-30 Years,2019-11-25,Commercial,Florida,500.0,529.0,6,500,89,348,1,2
Norfolk,0-15,21-30 Years,2020-06-09,Commercial,Virginia,1000.0,1040.0,4,"1,000",2,348,1,2
Sioux City,0-15,21-30 Years,2020-06-17,Commercial,Iowa,1000.0,1050.0,5,"1,000",6,348,1,2
Las Vegas,16-30,21-30 Years,2020-05-02,Commercial,Nevada,1000.0,1059.0,6,"1,000",28,348,1,2
Reno,31-45,21-30 Years,2020-03-17,Commercial,Nevada,1000.0,1059.0,6,"1,000",34,348,1,2
Des Moines,31-45,21-30 Years,2020-09-15,Commercial,Iowa,1000.0,1070.0,7,"1,000",36,348,1,2
San Antonio,31-45,21-30 Years,2021-03-22,Commercial,Texas,1000.0,1058.0,6,"1,000",45,348,1,2
Washington,31-45,21-30 Years,2020-09-24,Commercial,District of Columbia,1000.0,1060.0,6,"1,000",45,348,1,2
Atlanta,46-60,21-30 Years,2019-08-13,Commercial,Georgia,1000.0,1065.0,6,"1,000",49,348,1,2
South Bend,46-60,21-30 Years,2020-11-03,Commercial,Indiana,1000.0,1051.0,5,"1,000",52,348,1,2
Mobile,46-60,21-30 Years,2019-08-27,Commercial,Alabama,1000.0,1057.0,6,"1,000",57,348,1,2
Dallas,0-15,21-30 Years,2021-08-30,Commercial,Texas,1500.0,1580.0,5,"1,500",13,348,1,2
Kent,0-15,21-30 Years,2021-07-20,Commercial,Washington,2000.0,2091.0,5,"2,000",15,348,1,2
Albany,61-75,21-30 Years,2019-11-16,Commercial,New York,3000.0,3195.0,6,"3,000",72,348,1,2
Chattanooga,16-30,21-30 Years,2021-03-15,Commercial,Tennessee,4000.0,4196.0,5,"4,000",20,348,1,2
El Paso,61-75,21-30 Years,2022-07-20,Commercial,Texas,6000.0,6244.0,4,"6,000",74,348,1,2
Sacramento,0-15,21-30 Years,2021-11-30,Commercial,California,7000.0,7396.0,6,"7,000",5,348,1,2
Wichita,76-90,21-30 Years,2019-07-04,Commercial,Kansas,7000.0,7361.0,5,"7,000",82,348,1,2
Louisville,0-15,21-30 Years,2019-08-15,Commercial,Kentucky,8000.0,8459.0,6,"8,000",14,348,1,2
Fort Wayne,0-15,21-30 Years,2021-01-01,Commercial,Indiana,500.0,528.0,6,500,1,360,1,2
Tyler,0-15,21-30 Years,2021-09-03,Commercial,Texas,500.0,524.0,5,500,3,360,1,2
Vienna,0-15,21-30 Years,2020-11-20,Commercial,Virginia,500.0,525.0,5,500,10,360,1,2
El Paso,16-30,21-30 Years,2020-03-10,Commercial,Texas,500.0,525.0,5,500,17,360,1,2
New York City,16-30,21-30 Years,2019-10-26,Commercial,New York,500.0,530.0,6,500,19,360,1,2
Oceanside,16-30,21-30 Years,2021-04-19,Commercial,California,500.0,530.0,6,500,19,360,1,2
Muskegon,16-30,21-30 Years,2019-07-24,Commercial,Michigan,500.0,527.0,5,500,23,360,1,2
Beaumont,16-30,21-30 Years,2021-09-05,Commercial,Texas,500.0,522.0,4,500,24,360,1,2
Saginaw,16-30,21-30 Years,2021-02-23,Commercial,Michigan,500.0,521.0,4,500,26,360,1,2
Boston,16-30,21-30 Years,2019-11-10,Commercial,Massachusetts,500.0,523.0,5,500,26,360,1,2
Houston,16-30,21-30 Years,2021-05-23,Commercial,Texas,500.0,530.0,6,500,26,360,1,2
Tampa,16-30,21-30 Years,2020-02-03,Commercial,Florida,500.0,524.0,5,500,28,360,1,2
Washington,31-45,21-30 Years,2020-08-17,Commercial,District of Columbia,500.0,521.0,4,500,35,360,1,2
Bronx,31-45,21-30 Years,2021-04-07,Commercial,New York,500.0,535.0,7,500,42,360,1,2
Durham,46-60,21-30 Years,2021-04-08,Commercial,North Carolina,500.0,524.0,5,500,46,360,1,2
Orlando,46-60,21-30 Years,2022-01-06,Commercial,Florida,500.0,528.0,6,500,46,360,1,2
Orlando,46-60,21-30 Years,2021-08-23,Commercial,Florida,500.0,532.0,6,500,46,360,1,2
Las Vegas,46-60,21-30 Years,2020-04-13,Commercial,Nevada,500.0,526.0,5,500,51,360,1,2
Mobile,46-60,21-30 Years,2021-07-27,Commercial,Alabama,500.0,531.0,6,500,57,360,1,2
Seminole,46-60,21-30 Years,2021-08-14,Commercial,Florida,500.0,528.0,6,500,60,360,1,2
Sacramento,61-75,21-30 Years,2022-07-24,Commercial,California,500.0,524.0,5,500,63,360,1,2
Dallas,61-75,21-30 Years,2020-05-26,Commercial,Texas,500.0,535.0,7,500,63,360,1,2
Albany,76-90,21-30 Years,2020-01-31,Commercial,Georgia,500.0,528.0,6,500,81,360,1,2
Panama City,0-15,21-30 Years,2019-11-12,Commercial,Florida,1000.0,1046.0,5,"1,000",13,360,1,2
Mesquite,16-30,21-30 Years,2022-03-11,Commercial,Texas,1000.0,1041.0,4,"1,000",17,360,1,2
Las Vegas,16-30,21-30 Years,2020-09-06,Commercial,Nevada,1000.0,1053.0,5,"1,000",18,360,1,2
Shawnee Mission,31-45,21-30 Years,2020-05-09,Commercial,Kansas,1000.0,1064.0,6,"1,000",32,360,1,2
Houston,31-45,21-30 Years,2020-06-16,Commercial,Texas,1000.0,1040.0,4,"1,000",34,360,1,2
Greenville,46-60,21-30 Years,2020-11-15,Commercial,South Carolina,1000.0,1041.0,4,"1,000",54,360,1,2
Dallas,76-90,21-30 Years,2021-11-21,Commercial,Texas,1000.0,1063.0,6,"1,000",84,360,1,2
Mansfield,76-90,21-30 Years,2020-06-25,Commercial,Ohio,1000.0,1063.0,6,"1,000",85,360,1,2
San Francisco,16-30,21-30 Years,2020-04-12,Commercial,California,2000.0,2085.0,4,"2,000",18,360,1,2
Fresno,46-60,21-30 Years,2019-12-01,Commercial,California,2000.0,2135.0,7,"2,000",53,360,1,2
Manchester,61-75,21-30 Years,2021-06-30,Commercial,New Hampshire,2000.0,2095.0,5,"2,000",65,360,1,2
Springfield,16-30,21-30 Years,2020-04-19,Commercial,Missouri,3000.0,3203.0,7,"3,000",17,360,1,2
Lynn,16-30,21-30 Years,2020-07-20,Commercial,Massachusetts,3000.0,3133.0,4,"3,000",23,360,1,2
Gainesville,46-60,21-30 Years,2021-12-25,Commercial,Florida,3000.0,3132.0,4,"3,000",46,360,1,2
Gadsden,16-30,21-30 Years,2020-02-29,Commercial,Alabama,5000.0,5203.0,4,"5,000",28,360,1,2
Miami,31-45,21-30 Years,2021-04-04,Commercial,Florida,5000.0,5299.0,6,"5,000",33,360,1,2
Detroit,61-75,21-30 Years,2020-04-17,Commercial,Michigan,7000.0,7351.0,5,"7,000",62,360,1,2
Norfolk,90+,21-30 Years,2020-01-01,Commercial,Virginia,8000.0,8475.0,6,"8,000",95,360,1,2
Chattanooga,31-45,21-30 Years,2022-04-26,Commercial,Tennessee,29000.0,30343.0,5,"29,000",41,360,1,2
Pocatello,0-15,11-20 Years,2021-08-04,Home Mortgage,Idaho,500.0,530.0,6,500,14,180,1,2
Oxnard,16-30,11-20 Years,2020-09-19,Home Mortgage,California,500.0,521.0,4,500,24,180,1,2
San Jose,31-45,11-20 Years,2020-01-15,Home Mortgage,California,500.0,521.0,4,500,33,180,1,2
Henderson,31-45,11-20 Years,2020-04-27,Home Mortgage,Nevada,500.0,522.0,4,500,33,180,1,2
Richmond,46-60,11-20 Years,2019-08-21,Home Mortgage,Virginia,500.0,522.0,4,500,56,180,1,2
Wilmington,46-60,11-20 Years,2020-02-14,Home Mortgage,Delaware,500.0,529.0,6,500,56,180,1,2
San Angelo,46-60,11-20 Years,2022-02-22,Home Mortgage,Texas,500.0,521.0,4,500,57,180,1,2
Denver,46-60,11-20 Years,2021-01-29,Home Mortgage,Colorado,500.0,523.0,5,500,58,180,1,2
Asheville,61-75,11-20 Years,2021-05-13,Home Mortgage,North Carolina,500.0,515.0,3,500,61,180,1,2
Minneapolis,61-75,11-20 Years,2020-09-03,Home Mortgage,Minnesota,500.0,527.0,5,500,61,180,1,2
Richmond,61-75,11-20 Years,2019-08-12,Home Mortgage,Virginia,500.0,523.0,5,500,62,180,1,2
Young America,61-75,11-20 Years,2020-11-15,Home Mortgage,Minnesota,500.0,521.0,4,500,70,180,1,2
Minneapolis,61-75,11-20 Years,2021-04-16,Home Mortgage,Minnesota,500.0,521.0,4,500,73,180,1,2
Fresno,76-90,11-20 Years,2022-01-20,Home Mortgage,California,500.0,524.0,5,500,86,180,1,2
Jacksonville,90+,11-20 Years,2020-08-14,Home Mortgage,Florida,500.0,517.0,3,500,93,180,1,2
Huntington,0-15,11-20 Years,2020-12-16,Home Mortgage,West Virginia,1000.0,1059.0,6,"1,000",14,180,1,2
Lawrenceville,31-45,11-20 Years,2019-12-30,Home Mortgage,Georgia,1000.0,1042.0,4,"1,000",43,180,1,2
Kansas City,46-60,11-20 Years,2022-04-04,Home Mortgage,Missouri,1000.0,1040.0,4,"1,000",51,180,1,2
Bronx,76-90,11-20 Years,2019-08-20,Home Mortgage,New York,1000.0,1046.0,5,"1,000",80,180,1,2
Charlotte,16-30,11-20 Years,2019-10-02,Home Mortgage,North Carolina,3000.0,3090.0,3,"3,000",22,180,1,2
Atlanta,76-90,11-20 Years,2022-03-31,Home Mortgage,Georgia,3000.0,3143.0,5,"3,000",83,180,1,2
Washington,76-90,11-20 Years,2022-03-15,Home Mortgage,District of Columbia,3000.0,3092.0,3,"3,000",87,180,1,2
New Haven,31-45,11-20 Years,2021-12-24,Home Mortgage,Connecticut,4000.0,4149.0,4,"4,000",32,180,1,2
Tacoma,31-45,11-20 Years,2021-09-12,Home Mortgage,Washington,4000.0,4219.0,5,"4,000",39,180,1,2
Houston,46-60,11-20 Years,2020-11-21,Home Mortgage,Texas,4000.0,4228.0,6,"4,000",48,180,1,2
Waterbury,46-60,11-20 Years,2019-11-04,Home Mortgage,Connecticut,6000.0,6296.0,5,"6,000",55,180,1,2
Houston,0-15,11-20 Years,2020-01-14,Home Mortgage,Texas,500.0,527.0,5,500,1,192,1,2
Louisville,0-15,11-20 Years,2022-04-20,Home Mortgage,Kentucky,500.0,527.0,5,500,1,192,1,2
Birmingham,0-15,11-20 Years,2021-12-20,Home Mortgage,Alabama,500.0,516.0,3,500,2,192,1,2
Clearwater,0-15,11-20 Years,2019-11-18,Home Mortgage,Florida,500.0,519.0,4,500,14,192,1,2
Chicago,16-30,11-20 Years,2019-07-27,Home Mortgage,Illinois,500.0,529.0,6,500,23,192,1,2
Round Rock,31-45,11-20 Years,2020-04-03,Home Mortgage,Texas,500.0,516.0,3,500,33,192,1,2
Madison,31-45,11-20 Years,2021-12-14,Home Mortgage,Wisconsin,500.0,520.0,4,500,42,192,1,2
Madison,31-45,11-20 Years,2021-04-25,Home Mortgage,Wisconsin,500.0,523.0,5,500,43,192,1,2
San Jose,46-60,11-20 Years,2019-09-13,Home Mortgage,California,500.0,526.0,5,500,46,192,1,2
Tyler,46-60,11-20 Years,2020-08-27,Home Mortgage,Texas,500.0,528.0,6,500,47,192,1,2
Canton,46-60,11-20 Years,2021-03-24,Home Mortgage,Ohio,500.0,520.0,4,500,48,192,1,2
Arlington,46-60,11-20 Years,2022-03-31,Home Mortgage,Virginia,500.0,518.0,4,500,52,192,1,2
New York City,61-75,11-20 Years,2020-07-04,Home Mortgage,New York,500.0,519.0,4,500,62,192,1,2
Detroit,61-75,11-20 Years,2019-11-17,Home Mortgage,Michigan,500.0,516.0,3,500,69,192,1,2
Trenton,61-75,11-20 Years,2022-01-29,Home Mortgage,New Jersey,500.0,523.0,5,500,74,192,1,2
Indianapolis,61-75,11-20 Years,2021-07-02,Home Mortgage,Indiana,500.0,518.0,4,500,75,192,1,2
Buffalo,76-90,11-20 Years,2020-07-24,Home Mortgage,New York,500.0,525.0,5,500,88,192,1,2
Alpharetta,90+,11-20 Years,2021-01-09,Home Mortgage,Georgia,500.0,527.0,5,500,93,192,1,2
Sacramento,0-15,11-20 Years,2022-07-17,Home Mortgage,California,1000.0,1051.0,5,"1,000",5,192,1,2
Peoria,31-45,11-20 Years,2022-03-08,Home Mortgage,Illinois,1000.0,1030.0,3,"1,000",38,192,1,2
El Paso,61-75,11-20 Years,2021-07-19,Home Mortgage,Texas,1000.0,1056.0,6,"1,000",73,192,1,2
Washington,76-90,11-20 Years,2021-07-27,Home Mortgage,District of Columbia,1000.0,1059.0,6,"1,000",82,192,1,2
Ogden,0-15,11-20 Years,2022-05-15,Home Mortgage,Utah,2000.0,2073.0,4,"2,000",4,192,1,2
Fresno,0-15,11-20 Years,2019-10-26,Home Mortgage,California,2000.0,2076.0,4,"2,000",15,192,1,2
Colorado Springs,16-30,11-20 Years,2020-09-26,Home Mortgage,Colorado,2000.0,2082.0,4,"2,000",26,192,1,2
Tampa,61-75,11-20 Years,2021-09-27,Home Mortgage,Florida,2000.0,2063.0,3,"2,000",73,192,1,2
Joliet,16-30,11-20 Years,2021-07-06,Home Mortgage,Illinois,4000.0,4190.0,5,"4,000",22,192,1,2
Rochester,16-30,11-20 Years,2021-01-22,Home Mortgage,New York,5000.0,5199.0,4,"5,000",28,192,1,2
Shreveport,0-15,11-20 Years,2020-09-23,Home Mortgage,Louisiana,8000.0,8300.0,4,"8,000",15,192,1,2
Colorado Springs,31-45,11-20 Years,2020-03-03,Home Mortgage,Colorado,500.0,525.0,5,500,42,204,1,2
Washington,76-90,11-20 Years,2020-10-31,Home Mortgage,District of Columbia,500.0,521.0,4,500,79,204,1,2
Washington,76-90,11-20 Years,2020-03-04,Home Mortgage,District of Columbia,500.0,518.0,4,500,86,204,1,2
Fort Pierce,76-90,11-20 Years,2019-12-22,Home Mortgage,Florida,500.0,520.0,4,500,89,204,1,2
San Antonio,31-45,11-20 Years,2019-09-23,Home Mortgage,Texas,1000.0,1039.0,4,"1,000",35,204,1,2
Cincinnati,90+,11-20 Years,2020-04-05,Home Mortgage,Ohio,1000.0,1043.0,4,"1,000",95,204,1,2
Wichita Falls,16-30,11-20 Years,2021-01-28,Home Mortgage,Texas,2000.0,2098.0,5,"2,000",26,204,1,2
Boise,46-60,11-20 Years,2019-10-23,Home Mortgage,Idaho,5000.0,5195.0,4,"5,000",60,204,1,2
Orlando,0-15,11-20 Years,2021-08-26,Home Mortgage,Florida,6000.0,6340.0,6,"6,000",4,204,1,2
San Francisco,46-60,11-20 Years,2021-01-12,Home Mortgage,California,7000.0,7270.0,4,"7,000",51,204,1,2
Tucson,0-15,11-20 Years,2020-10-02,Home Mortgage,Arizona,9000.0,9307.0,3,"9,000",3,204,1,2
Indianapolis,46-60,11-20 Years,2021-08-09,Home Mortgage,Indiana,9000.0,9462.0,5,"9,000",50,204,1,2
Mesquite,0-15,11-20 Years,2020-08-07,Home Mortgage,Texas,500.0,521.0,4,500,2,216,1,2
San Francisco,0-15,11-20 Years,2019-08-31,Home Mortgage,California,500.0,518.0,4,500,6,216,1,2
South Bend,16-30,11-20 Years,2021-07-23,Home Mortgage,Indiana,500.0,522.0,4,500,23,216,1,2
Peoria,16-30,11-20 Years,2019-08-07,Home Mortgage,Illinois,500.0,518.0,4,500,29,216,1,2
Spokane,31-45,11-20 Years,2021-03-21,Home Mortgage,Washington,500.0,515.0,3,500,41,216,1,2
Fort Worth,31-45,11-20 Years,2020-08-28,Home Mortgage,Texas,500.0,529.0,6,500,44,216,1,2
Albany,46-60,11-20 Years,2020-01-25,Home Mortgage,New York,500.0,528.0,6,500,54,216,1,2
Amarillo,46-60,11-20 Years,2021-10-22,Home Mortgage,Texas,500.0,523.0,5,500,56,216,1,2
Portland,46-60,11-20 Years,2022-07-10,Home Mortgage,Oregon,500.0,520.0,4,500,58,216,1,2
Houston,46-60,11-20 Years,2022-05-20,Home Mortgage,Texas,500.0,525.0,5,500,60,216,1,2
Arlington,61-75,11-20 Years,2020-03-18,Home Mortgage,Virginia,500.0,523.0,5,500,71,216,1,2
Boston,61-75,11-20 Years,2021-06-08,Home Mortgage,Massachusetts,500.0,516.0,3,500,72,216,1,2
Ann Arbor,76-90,11-20 Years,2021-09-04,Home Mortgage,Michigan,500.0,528.0,6,500,77,216,1,2
Fort Wayne,0-15,11-20 Years,2021-03-10,Home Mortgage,Indiana,1000.0,1045.0,4,"1,000",10,216,1,2
Kansas City,61-75,11-20 Years,2020-06-19,Home Mortgage,Missouri,1000.0,1036.0,4,"1,000",75,216,1,2
Charlotte,76-90,11-20 Years,2020-09-07,Home Mortgage,North Carolina,1000.0,1056.0,6,"1,000",83,216,1,2
Minneapolis,0-15,11-20 Years,2021-07-22,Home Mortgage,Minnesota,2000.0,2089.0,4,"2,000",11,216,1,2
New York City,46-60,11-20 Years,2020-07-10,Home Mortgage,New York,3000.0,3157.0,5,"3,000",49,216,1,2
Whittier,46-60,11-20 Years,2021-06-28,Home Mortgage,California,7000.0,7345.0,5,"7,000",54,216,1,2
Paterson,0-15,11-20 Years,2021-09-18,Home Mortgage,New Jersey,500.0,521.0,4,500,1,228,1,2
Amarillo,16-30,11-20 Years,2021-02-16,Home Mortgage,Texas,500.0,528.0,6,500,23,228,1,2
New Haven,16-30,11-20 Years,2019-10-01,Home Mortgage,Connecticut,500.0,527.0,5,500,25,228,1,2
Fairfax,31-45,11-20 Years,2021-04-07,Home Mortgage,Virginia,500.0,525.0,5,500,38,228,1,2
New Orleans,31-45,11-20 Years,2019-10-05,Home Mortgage,Louisiana,500.0,518.0,4,500,41,228,1,2
Indianapolis,31-45,11-20 Years,2020-05-12,Home Mortgage,Indiana,500.0,519.0,4,500,44,228,1,2
Evansville,46-60,11-20 Years,2019-08-31,Home Mortgage,Indiana,500.0,521.0,4,500,49,228,1,2
Columbia,46-60,11-20 Years,2021-11-11,Home Mortgage,Missouri,500.0,521.0,4,500,52,228,1,2
Lexington,61-75,11-20 Years,2021-08-31,Home Mortgage,Kentucky,500.0,520.0,4,500,65,228,1,2
Montgomery,61-75,11-20 Years,2021-06-29,Home Mortgage,Alabama,500.0,525.0,5,500,72,228,1,2
Miami,76-90,11-20 Years,2022-01-13,Home Mortgage,Florida,500.0,524.0,5,500,81,228,1,2
Pittsburgh,46-60,11-20 Years,2021-05-13,Home Mortgage,Pennsylvania,1000.0,1038.0,4,"1,000",55,228,1,2
North Las Vegas,76-90,11-20 Years,2021-01-01,Home Mortgage,Nevada,1000.0,1036.0,4,"1,000",78,228,1,2
Sacramento,76-90,11-20 Years,2022-05-12,Home Mortgage,California,1000.0,1045.0,5,"1,000",81,228,1,2
Lynchburg,76-90,11-20 Years,2021-02-17,Home Mortgage,Virginia,1000.0,1057.0,6,"1,000",90,228,1,2
Monticello,31-45,11-20 Years,2021-09-30,Home Mortgage,Minnesota,3000.0,3177.0,6,"3,000",45,228,1,2
Charleston,76-90,11-20 Years,2019-10-03,Home Mortgage,South Carolina,9000.0,9513.0,6,"9,000",77,228,1,2
Louisville,0-15,11-20 Years,2022-02-23,Home Mortgage,Kentucky,500.0,529.0,6,500,7,240,1,2
Mobile,16-30,11-20 Years,2019-09-07,Home Mortgage,Alabama,500.0,519.0,4,500,28,240,1,2
Richmond,31-45,11-20 Years,2021-11-23,Home Mortgage,Virginia,500.0,524.0,5,500,32,240,1,2
El Paso,31-45,11-20 Years,2020-04-15,Home Mortgage,Texas,500.0,519.0,4,500,36,240,1,2
College Station,31-45,11-20 Years,2022-03-15,Home Mortgage,Texas,500.0,517.0,3,500,43,240,1,2
Des Moines,31-45,11-20 Years,2020-01-06,Home Mortgage,Iowa,500.0,523.0,5,500,45,240,1,2
Saint Louis,46-60,11-20 Years,2021-03-30,Home Mortgage,Missouri,500.0,523.0,5,500,48,240,1,2
Erie,46-60,11-20 Years,2021-03-30,Home Mortgage,Pennsylvania,500.0,521.0,4,500,60,240,1,2
Fort Myers,61-75,11-20 Years,2021-02-12,Home Mortgage,Florida,500.0,518.0,4,500,64,240,1,2
Chicago,61-75,11-20 Years,2021-06-30,Home Mortgage,Illinois,500.0,520.0,4,500,64,240,1,2
Buffalo,61-75,11-20 Years,2022-03-12,Home Mortgage,New York,500.0,523.0,5,500,69,240,1,2
Washington,61-75,11-20 Years,2021-09-04,Home Mortgage,District of Columbia,500.0,526.0,5,500,71,240,1,2
Lubbock,61-75,11-20 Years,2021-10-17,Home Mortgage,Texas,500.0,529.0,6,500,71,240,1,2
Arlington,61-75,11-20 Years,2022-03-13,Home Mortgage,Virginia,500.0,526.0,5,500,73,240,1,2
Jackson,76-90,11-20 Years,2020-06-15,Home Mortgage,Mississippi,500.0,527.0,5,500,88,240,1,2
Young America,0-15,11-20 Years,2021-01-02,Home Mortgage,Minnesota,1000.0,1037.0,4,"1,000",13,240,1,2
Suffolk,16-30,11-20 Years,2020-07-24,Home Mortgage,Virginia,1000.0,1038.0,4,"1,000",18,240,1,2
South Lake Tahoe,31-45,11-20 Years,2022-01-19,Home Mortgage,California,1000.0,1033.0,3,"1,000",35,240,1,2
Seattle,61-75,11-20 Years,2019-07-19,Home Mortgage,Washington,1000.0,1043.0,4,"1,000",64,240,1,2
Tampa,76-90,11-20 Years,2020-07-03,Home Mortgage,Florida,1000.0,1031.0,3,"1,000",77,240,1,2
Fort Lauderdale,16-30,11-20 Years,2020-08-19,Home Mortgage,Florida,2000.0,2087.0,4,"2,000",18,240,1,2
New York City,16-30,11-20 Years,2019-07-24,Home Mortgage,New York,2000.0,2091.0,5,"2,000",21,240,1,2
Nashville,31-45,11-20 Years,2021-12-01,Home Mortgage,Tennessee,2000.0,2108.0,5,"2,000",44,240,1,2
Portland,0-15,11-20 Years,2020-02-26,Home Mortgage,Oregon,3000.0,3153.0,5,"3,000",15,240,1,2
Omaha,0-15,21-30 Years,2021-05-16,Home Mortgage,Nebraska,500.0,517.0,3,500,1,252,1,2
Roanoke,0-15,21-30 Years,2020-06-14,Home Mortgage,Virginia,500.0,525.0,5,500,4,252,1,2
Syracuse,16-30,21-30 Years,2021-07-13,Home Mortgage,New York,500.0,515.0,3,500,19,252,1,2
Washington,16-30,21-30 Years,2019-07-04,Home Mortgage,District of Columbia,500.0,516.0,3,500,20,252,1,2
Lubbock,16-30,21-30 Years,2022-03-27,Home Mortgage,Texas,500.0,518.0,4,500,25,252,1,2
Las Vegas,31-45,21-30 Years,2019-07-05,Home Mortgage,Nevada,500.0,516.0,3,500,42,252,1,2
